,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,TOTFZ,MEANPOT,EPSZ,MEANSHR,SHRGT45,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZH,TOTFY,MEANJZD,MEANALP,TOTFX,EPSY,EPSX,R_VALUE,CRVAL1,CRLN_OBS,CRLT_OBS,CRVAL2,HC_ANGLE,XRAY,fluorescence,Flare_time,Date
0,0.030342718,0.016673728,0.001103368,0.036918778,0.006321444,0.019999346963443968,0.034661637,0.9616563824080405,9.939598877585178e-05,0.3295512977309652,0.2656585074179704,0.087291212,0.2497829159218081,0.511095799,0.5207777510591534,0.36816057561073684,0.32879617355694857,0.5228193164151489,0.5572931247514874,0.5122078076632447,0.48654735287028633,0.6555271661173468,0.5543027956631855,0.11678432124288671,0.6780978714414438,0.6833475300261145,0.2146328491729346,0.24361159897934478,0.38853831311352066,0.24563508892858152,0.005519443,0.017964071856287425,5/1/2010
1,0.056039391,0.039912752,0.002161195,0.064859407,0.00951676,0.030258682,0.087918751,0.8914435420936901,8.534842965575509e-05,0.2667439391616574,0.2362892464034328,0.063065183,0.2002567202792598,0.41798927343426273,0.4290741516071245,0.29031771113270155,0.31973366600854114,0.5339374936014245,0.569608591,0.4938187674227851,0.5083108454136944,0.48383569167561147,0.5910516695664346,0.22018466638276155,0.6390882892018923,0.6459214914453983,0.2216145589819914,0.4253892300800944,0.526590815,0.006012076,0,0.018962075848303395,5/2/2010
2,0.059230777,0.038565878624795255,0.002714521,0.07013875,0.019754476129826642,0.037960983982499426,0.076484811,0.9100481561808041,0.000123992,0.3382650034344049,0.33992042714402126,0.16458136115606342,0.31458000317690077,0.4077166100661898,0.42334237107743716,0.332479489,0.34225453260569816,0.5333428085267191,0.5057204740459164,0.5168340295051151,0.5012534312359944,0.4136998861744212,0.6231033680452471,0.3131448833154114,0.6335492358320073,0.6085937820989337,0.2286973202485325,0.527041444,0.528603547,0.005716683,0.008298182,0.033932135728542916,5/3/2010
3,0.076669572,0.046090171,0.003270923,0.08706553,0.031787666,0.062179068,0.092361061,0.891389924,0.000108554,0.28151766442560716,0.2895589060963127,0.11338403109661516,0.2447490076241788,0.37897374532208017,0.39698454305112235,0.29124532452275986,0.23637985587120872,0.5560507937260559,0.47988776093416974,0.441316633,0.4816621642460791,0.44958432953013727,0.661574107,0.32758646446478656,0.6258823127093448,0.5714577373457163,0.23575573782830841,0.5244596464693231,0.596743248,0.11579826629533216,0.006221664,0.047904192,5/4/2010
4,0.11847841839702668,0.075634707,0.006959297,0.1293988954326155,0.082489484,0.13741849759266303,0.1356579470003183,0.849784988,0.000157367,0.3650801632933932,0.33934947415337663,0.16605870640137024,0.31760145242424337,0.4117761718662633,0.4290979978243073,0.35796895452844607,0.166266333,0.5823720947701088,0.5281070686466822,0.41086317344766465,0.48200309119785933,0.41358563929929393,0.596527473,0.3732273979747414,0.5636406311755128,0.5340952055623109,0.24288708462487102,0.5404258858596297,0.549768504,0.18440018853880813,0.008905928,0.031936127744510975,5/5/2010
5,0.10513351068374453,0.065951186,0.005786192,0.11592726347515515,0.067162454,0.11748597818822641,0.12187787253652231,0.8628311241900307,0.000126812,0.33847228446273947,0.3097452334141464,0.12306229365318616,0.2645734548300856,0.44758416827935343,0.45730892577932875,0.32861000199090856,0.2449376219580222,0.5703898309009852,0.44436239496652247,0.44792541650914736,0.4680812717113788,0.36363212154327834,0.6586734679282311,0.3091085832143406,0.5502112217359291,0.49788707520648623,0.25000504111851113,0.5445292926856676,0.5305324757478083,0.012910445922299217,0.005046234,0.035029940119760475,5/6/2010
6,0.08745006,0.051496809,0.00395636,0.10574854574122354,0.038243401443416675,0.079933896,0.10962140688768869,0.8807577451258929,0.000107998,0.3182858293820758,0.31379822754552944,0.14597446981609577,0.27829086958861543,0.42104068329161154,0.43196049623170085,0.31636613546631404,0.32962889092057135,0.5475418069077929,0.43933040518169036,0.5191093417429268,0.46567449310031744,0.46580499010575077,0.6330562921697208,0.3178818868665779,0.5293304026259725,0.46072227710920693,0.2573016054383094,0.4386036622195937,0.5271355134503808,0.064684028,0.008871938,0.089820359,5/7/2010
7,0.067490418,0.031479529117087866,0.002178112,0.087975762,0.016281924265273338,0.044546389,0.07571149,0.9234251760543767,9.194187308131198e-05,0.2960941378735142,0.32160726200496675,0.12736280523933902,0.2629847885777468,0.46961242264649744,0.4709991007908308,0.32439693050909413,0.3761771504623691,0.5385356007514297,0.4861178463274909,0.5649433970013087,0.46875244341323974,0.4956047718722696,0.6468203372410066,0.23700038560567824,0.4950352200896258,0.42177616417448566,0.26497308639864325,0.3652183483784317,0.4410780201401429,0.14553357915656476,0.006294269,0.032934132,5/8/2010
8,0.055825369,0.029904745,0.001931796,0.073860791,0.015623337257296987,0.044281709,0.073500118,0.922918457,7.683093297379072e-05,0.2762111895663162,0.3267331782882735,0.14994641379710721,0.2586395571348544,0.3580595288111088,0.369051338,0.2416861946648625,0.40675224968629037,0.5373863578088595,0.4865442575496557,0.6069838841122479,0.4480872014812372,0.5306746953679129,0.7316077159646389,0.24798996132550205,0.4920761064911646,0.3852213769029862,0.2723184933842235,0.37727103152202435,0.4944566502061849,0.012474895638778138,0.00353833,0.091317365,5/9/2010
9,0.063969056,0.039289081,0.002063246,0.084423092,0.013741851140750312,0.045516564,0.10183847658877404,0.8888836588097327,6.47737639559524e-05,0.25316359384358006,0.2719030966254777,0.11628151386984462,0.2302581047281223,0.3263668833251849,0.3352021546348269,0.2318215129529254,0.3795223788454019,0.5356148470864054,0.477386283,0.5699444611005348,0.42814922943888845,0.5876796432698848,0.8021060079849014,0.27698093032616616,0.46650127062522095,0.3469422804378118,0.2799759187568938,0.4757012771946981,0.48407110755002974,0.004645539,0.010386423919332451,0.20359281437125748,5/10/2010
10,0.042589041,0.023387266128592807,0.001238685,0.057486908995939785,0.011515021,0.038855722,0.063305216,0.9338168965580539,6.419969016258969e-05,0.22486734624899576,0.2842719447358935,0.12380128218819796,0.21111257130866806,0.3535012318215811,0.3620520262750092,0.23704870788094368,0.40358162773399436,0.5167416357240667,0.5057262589326184,0.5912285120327235,0.445435988,0.6153546020859137,0.870649638,0.36812792497967534,0.44886782844912154,0.3130324036919834,0.2869003639812688,0.3521721639830993,0.5089505761941284,0.001494622,0.009269167,0.071856287,5/11/2010
11,0.016914080606252855,0.008411064,0.000550769,0.022589471928866622,0.004543014,0.016161341549926683,0.021652412700255017,0.9777083712996406,7.383118860181139e-05,0.20384680289714982,0.2458604784609991,0.047894873,0.13954759485513937,0.41846978723400574,0.4214235998775205,0.23734116045990195,0.3669772388384349,0.5150786300374679,0.4928202055423585,0.5520181071576835,0.46254219169495037,0.4499412410589898,0.84025117,0.18842967410098735,0.3920017443133895,0.2693415893814354,0.2957281485757454,0.3702302719378905,0.48585206508351586,0.010158438981160683,0.005476209,0.017964071856287425,5/12/2010
12,0.006460941,0.003325649,0.000203866,0.008397431,0.002405368,0.006038935,0.008447649,0.9910895049646777,7.482504563057944e-05,0.22923188287436647,0.23891934913247712,0.05045941,0.16395097779755308,0.4462978631226659,0.4505673193078955,0.26410072283437164,0.2729290951592771,0.5274344789528737,0.5511467156194587,0.44892494866027827,0.4731510350129427,0.08210786,0.7570994814068374,0.035143766123073225,0.3328511882871345,0.23287565332498167,0.30337527269220566,0.7338424763017507,0.4423824992445445,0.004022775,0.003240357,0.024451097804391215,5/13/2010
13,0.006482442,0.003068594,0.000213916,0.008584695,0.001274617,0.004115731,0.007875186,0.9921753909352853,8.057070822652305e-05,0.2496987518364741,0.2597929998628708,0.055054655,0.1712309863891602,0.45483171919295734,0.4554333441040162,0.2619596390332776,0.34407903037438703,0.5286035296284759,0.3800781306884951,0.5175636338118076,0.4726037497164272,0.10943956470408352,0.8592069426758022,0,0.31493659612788716,0.1963290966300547,0.3107804794918745,0.8248036092267149,0.4612196107374267,0.018104682,0.010386423919332451,0.04491018,5/14/2010
14,0.00714083,0.003738478,0.00024396,0.00955795,0.001523926,0.005582236,0.00970983,0.9899644466283987,7.42400969111626e-05,0.211529136,0.26251850062768084,0.046044356522826374,0.15472638454971085,0.39082350400862687,0.3929110343774125,0.20242093680776888,0.37425911620094104,0.5273014153993837,0.37875169395708475,0.5515559327729097,0.4706551956521497,0.22791396560143995,0.9200606900788512,0,0.31426720811936587,0.17052522932788394,0.31636538061214997,0.8246031355648245,0.5312777620004681,0.007039831,0.003219249,0.3263473053892216,5/15/2010
